CRN,**Notes,Course,Title,SH,Course Type,Instructor,Meeting Dates,Days,Time,Location,Categories,Seats,Limit,Enroll,*Campus
11706,159,BIO 699-19,Thesis,1,DTS,Malcolm D. Schug,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
11709,159,BIO 699-20,Thesis,1,DTS,Robert H. Stavn,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
11711,159,BIO 699-21,Thesis,1,DTS,Paul A. Steimle,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
11712,159,BIO 699-22,Thesis,1,DTS,John E. Tomkiel Dean,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
11408,159,BIO 699-23,Thesis,1,DTS,Gideon Wasserberg,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12863,159,BIO 699-24,Thesis,1,DTS,Tsz-Ki M. Tsui,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
15536,8,BIO 732-01,Env Hlth Sci II:Indiv-Molecles,3,LEC,Zhenquan Jia,08-JAN-2018 to 25-APR-2018,T R,1100-1215,SULV 301,,16,20,4,M
15718,8,BIO 734-01,Curr Rsch Envir Hlth Sci,1,DSC,Anne E. Hershey,08-JAN-2018 to 25-APR-2018,W,1220-1250,SULV 218,,5,10,5,M
15708,8,BIO 749-01,Research Lab Rotations,1,IND,Paul A. Steimle,08-JAN-2018 to 25-APR-2018,,,,,12,15,3,M
12512,"1,8,11,159",BIO 790-00,Directed Study in Env Hlth Sci,1,IND,Gideon Wasserberg,08-JAN-2018 to 25-APR-2018,,,,,8,10,2,M
11409,"1,8,11,159",BIO 790-01,Directed Study in Env Hlth Sci,1,IND,Amy L. Adamson,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12196,"1,8,11,159",BIO 790-02,Directed Study in Env Hlth Sci,1,IND,,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12197,"1,8,11,159",BIO 790-03,Directed Study in Env Hlth Sci,1,IND,Ramji K. Bhandari,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12198,"1,8,11,159",BIO 790-04,Directed Study in Env Hlth Sci,1,IND,Mark D. Hens,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12199,"1,8,11,159",BIO 790-05,Directed Study in Env Hlth Sci,1,IND,Anne E. Hershey,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12200,"1,8,11,159",BIO 790-06,Directed Study in Env Hlth Sci,1,IND,Zhenquan Jia,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12201,"1,8,11,159",BIO 790-07,Directed Study in Env Hlth Sci,1,IND,Matina C. Kalcounis-Ruppell,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12202,"1,8,11,159",BIO 790-08,Directed Study in Env Hlth Sci,1,IND,Karen S. Katula,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12203,"1,8,11,159",BIO 790-09,Directed Study in Env Hlth Sci,1,IND,Bruce K. Kirchoff,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12204,"1,8,11,159",BIO 790-10,Directed Study in Env Hlth Sci,1,IND,Sarah E. Koerner,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12205,"1,8,11,159",BIO 790-12,Directed Study in Env Hlth Sci,1,IND,Esther M. Leise,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12206,"1,8,11,159",BIO 790-13,Directed Study in Env Hlth Sci,1,IND,John J. Lepri,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12207,"1,8,11,159",BIO 790-14,Directed Study in Env Hlth Sci,1,IND,,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12208,"1,8,11,159",BIO 790-15,Directed Study in Env Hlth Sci,1,IND,Yashomati M. Patel,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12209,"1,8,11,159",BIO 790-16,Directed Study in Env Hlth Sci,1,IND,David L. Remington,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12210,"1,8,11,159",BIO 790-17,Directed Study in Env Hlth Sci,1,IND,Parke A. Rublee,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12211,"1,8,11,159",BIO 790-18,Directed Study in Env Hlth Sci,1,IND,Olav Rueppell,08-JAN-2018 to 25-APR-2018,,,,,8,10,2,M
12212,"1,8,11,159",BIO 790-19,Directed Study in Env Hlth Sci,1,IND,Malcolm D. Schug,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12213,"1,8,11,159",BIO 790-20,Directed Study in Env Hlth Sci,1,IND,Robert H. Stavn,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12214,"1,8,11,159",BIO 790-21,Directed Study in Env Hlth Sci,1,IND,Robert H. Stavn,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12215,"1,8,11,159",BIO 790-22,Directed Study in Env Hlth Sci,1,IND,Paul A. Steimle,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12216,"1,8,11,159",BIO 790-23,Directed Study in Env Hlth Sci,1,IND,John E. Tomkiel Dean,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12864,"1,8,11,159",BIO 790-24,Directed Study in Env Hlth Sci,1,IND,Tsz-Ki M. Tsui,08-JAN-2018 to 25-APR-2018,,,,,8,10,2,M
11410,"1,11,159",BIO 791-01,Independent Doctoral Research,1,IND,Amy L. Adamson,08-JAN-2018 to 25-APR-2018,,,,,4,5,1,M
12217,"1,11,159",BIO 791-02,Independent Doctoral Research,1,IND,,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12218,"1,11,159",BIO 791-03,Independent Doctoral Research,1,IND,Ramji K. Bhandari,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12219,"1,11,159",BIO 791-04,Independent Doctoral Research,1,IND,Mark D. Hens,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12220,"1,11,159",BIO 791-05,Independent Doctoral Research,1,IND,Anne E. Hershey,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12222,"1,11,159",BIO 791-06,Independent Doctoral Research,1,IND,Zhenquan Jia,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12224,"1,11,159",BIO 791-07,Independent Doctoral Research,1,IND,Matina C. Kalcounis-Ruppell,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12226,"1,11,159",BIO 791-08,Independent Doctoral Research,1,IND,Karen S. Katula,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12227,"1,11,159",BIO 791-09,Independent Doctoral Research,1,IND,Bruce K. Kirchoff,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12228,"1,11,159",BIO 791-10,Independent Doctoral Research,1,IND,Sarah E. Koerner,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12229,"1,11,159",BIO 791-12,Independent Doctoral Research,1,IND,Esther M. Leise,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12230,"1,11,159",BIO 791-13,Independent Doctoral Research,1,IND,John J. Lepri,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12231,"1,11,159",BIO 791-14,Independent Doctoral Research,1,IND,,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12232,"1,11,159",BIO 791-15,Independent Doctoral Research,1,IND,Yashomati M. Patel,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12233,"1,11,159",BIO 791-16,Independent Doctoral Research,1,IND,David L. Remington,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12234,"1,11,159",BIO 791-17,Independent Doctoral Research,1,IND,Parke A. Rublee,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12235,"1,11,159",BIO 791-18,Independent Doctoral Research,1,IND,Olav Rueppell,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12236,"1,11,159",BIO 791-19,Independent Doctoral Research,1,IND,Malcolm D. Schug,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12237,"1,11,159",BIO 791-20,Independent Doctoral Research,1,IND,Robert H. Stavn,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12238,"1,11,159",BIO 791-21,Independent Doctoral Research,1,IND,Paul A. Steimle,08-JAN-2018 to 25-APR-2018,,,,,4,5,1,M
12239,"1,11,159",BIO 791-22,Independent Doctoral Research,1,IND,John E. Tomkiel Dean,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12240,"1,11,159",BIO 791-23,Independent Doctoral Research,1,IND,Gideon Wasserberg,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
12865,"1,11,159",BIO 791-24,Independent Doctoral Research,1,IND,Tsz-Ki M. Tsui,08-JAN-2018 to 25-APR-2018,,,,,5,5,0,M
11411,"11,159",BIO 799-01,Dissertation,1,DTS,Amy L. Adamson,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12241,"11,159",BIO 799-02,Dissertation,1,DTS,,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12242,"11,159",BIO 799-03,Dissertation,1,DTS,Ramji K. Bhandari,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12243,"11,159",BIO 799-04,Dissertation,1,DTS,Mark D. Hens,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12244,"11,159",BIO 799-05,Dissertation,1,DTS,Anne E. Hershey,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12245,"11,159",BIO 799-06,Dissertation,1,DTS,Zhenquan Jia,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12246,"11,159",BIO 799-07,Dissertation,1,DTS,Matina C. Kalcounis-Ruppell,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12247,"11,159",BIO 799-08,Dissertation,1,DTS,Karen S. Katula,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12248,"11,159",BIO 799-09,Dissertation,1,DTS,Bruce K. Kirchoff,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12249,"11,159",BIO 799-10,Dissertation,1,DTS,Sarah E. Koerner,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12250,"11,159",BIO 799-12,Dissertation,1,DTS,Esther M. Leise,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12253,"11,159",BIO 799-13,Dissertation,1,DTS,John J. Lepri,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12254,"11,159",BIO 799-14,Dissertation,1,DTS,,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12255,"11,159",BIO 799-15,Dissertation,1,DTS,Yashomati M. Patel,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12256,"11,159",BIO 799-16,Dissertation,1,DTS,David L. Remington,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12257,"11,159",BIO 799-17,Dissertation,1,DTS,Parke A. Rublee,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12258,"11,159",BIO 799-18,Dissertation,1,DTS,Olav Rueppell,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12259,"11,159",BIO 799-19,Dissertation,1,DTS,Malcolm D. Schug,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12260,"11,159",BIO 799-20,Dissertation,1,DTS,Robert H. Stavn,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12261,"11,159",BIO 799-21,Dissertation,1,DTS,Paul A. Steimle,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12262,"11,159",BIO 799-22,Dissertation,1,DTS,John E. Tomkiel Dean,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12263,"11,159",BIO 799-23,Dissertation,1,DTS,Gideon Wasserberg,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12866,"11,159",BIO 799-24,Dissertation,1,DTS,Tsz-Ki M. Tsui,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
11412,159,BIO 801-01,Thesis Extension,1,DTS,Amy L. Adamson,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12264,159,BIO 801-02,Thesis Extension,1,DTS,,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12265,159,BIO 801-03,Thesis Extension,1,DTS,Ramji K. Bhandari,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12266,159,BIO 801-04,Thesis Extension,1,DTS,Mark D. Hens,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12267,159,BIO 801-05,Thesis Extension,1,DTS,Anne E. Hershey,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12268,159,BIO 801-06,Thesis Extension,1,DTS,Zhenquan Jia,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12269,159,BIO 801-07,Thesis Extension,1,DTS,Matina C. Kalcounis-Ruppell,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12270,159,BIO 801-08,Thesis Extension,1,DTS,Karen S. Katula,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12271,159,BIO 801-09,Thesis Extension,1,DTS,Bruce K. Kirchoff,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12272,159,BIO 801-10,Thesis Extension,1,DTS,Sarah E. Koerner,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12273,159,BIO 801-12,Thesis Extension,1,DTS,Esther M. Leise,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12274,159,BIO 801-13,Thesis Extension,1,DTS,John J. Lepri,08-JAN-2018 to 25-APR-2018,,,,,13,13,0,M
12275,159,BIO 801-14,Thesis Extension,1,DTS,,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12276,159,BIO 801-15,Thesis Extension,1,DTS,Yashomati M. Patel,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12277,159,BIO 801-16,Thesis Extension,1,DTS,David L. Remington,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12278,159,BIO 801-17,Thesis Extension,1,DTS,Parke A. Rublee,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12279,159,BIO 801-18,Thesis Extension,1,DTS,Olav Rueppell,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12280,159,BIO 801-19,Thesis Extension,1,DTS,Malcolm D. Schug,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12281,159,BIO 801-20,Thesis Extension,1,DTS,Robert H. Stavn,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12282,159,BIO 801-21,Thesis Extension,1,DTS,Paul A. Steimle,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12283,159,BIO 801-22,Thesis Extension,1,DTS,John E. Tomkiel Dean,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12284,159,BIO 801-23,Thesis Extension,1,DTS,Gideon Wasserberg,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12867,159,BIO 801-24,Thesis Extension,1,DTS,Tsz-Ki M. Tsui,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
14426,159,BIO 802-01,Dissertation Extension,1,DTS,Amy L. Adamson,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
14482,159,BIO 802-02,Dissertation Extension,1,DTS,Anne E. Hershey,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
14483,159,BIO 802-03,Dissertation Extension,1,DTS,Gideon Wasserberg,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
15709,159,BIO 802-04,Dissertation Extension,1,DTS,,08-JAN-2018 to 25-APR-2018,,,,,1,1,0,M
15932,159,BIO 802-05,Dissertation Extension,1,DTS,David L. Remington,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
11413,159,BIO 803-01,Grad Resrch Proj Ext,1,IND,Amy L. Adamson,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12285,159,BIO 803-02,Grad Resrch Proj Ext,1,IND,,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12286,159,BIO 803-03,Grad Resrch Proj Ext,1,IND,Ramji K. Bhandari,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12287,159,BIO 803-04,Grad Resrch Proj Ext,1,IND,Mark D. Hens,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12288,159,BIO 803-05,Grad Resrch Proj Ext,1,IND,Anne E. Hershey,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12289,159,BIO 803-06,Grad Resrch Proj Ext,1,IND,Zhenquan Jia,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12290,159,BIO 803-07,Grad Resrch Proj Ext,1,IND,Matina C. Kalcounis-Ruppell,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12291,159,BIO 803-08,Grad Resrch Proj Ext,1,IND,Karen S. Katula,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12292,159,BIO 803-09,Grad Resrch Proj Ext,1,IND,Bruce K. Kirchoff,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12293,159,BIO 803-10,Grad Resrch Proj Ext,1,IND,Sarah E. Koerner,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12294,159,BIO 803-12,Grad Resrch Proj Ext,1,IND,Esther M. Leise,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12295,159,BIO 803-13,Grad Resrch Proj Ext,1,IND,John J. Lepri,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12296,159,BIO 803-14,Grad Resrch Proj Ext,1,IND,,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12297,159,BIO 803-15,Grad Resrch Proj Ext,1,IND,Yashomati M. Patel,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12298,159,BIO 803-16,Grad Resrch Proj Ext,1,IND,David L. Remington,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12299,159,BIO 803-17,Grad Resrch Proj Ext,1,IND,Parke A. Rublee,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12300,159,BIO 803-18,Grad Resrch Proj Ext,1,IND,Olav Rueppell,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12301,159,BIO 803-19,Grad Resrch Proj Ext,1,IND,Malcolm D. Schug,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12302,159,BIO 803-20,Grad Resrch Proj Ext,1,IND,Robert H. Stavn,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12303,159,BIO 803-21,Grad Resrch Proj Ext,1,IND,Paul A. Steimle,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12304,159,BIO 803-22,Grad Resrch Proj Ext,1,IND,John E. Tomkiel Dean,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
12305,159,BIO 803-23,Grad Resrch Proj Ext,1,IND,Gideon Wasserberg,08-JAN-2018 to 25-APR-2018,,,,,9,10,1,M
12868,159,BIO 803-24,Grad Resrch Proj Ext,1,IND,Tsz-Ki M. Tsui,08-JAN-2018 to 25-APR-2018,,,,,10,10,0,M
